path,recommended_location,owner,category,owner_confidence,category_confidence,risk
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-06-30_free-top-up-costs.md,Review-Queue/Daily Note/2025-06-30_free-top-up-costs.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-06-30_good-to-go-top-up.md,Review-Queue/Daily Note/2025-06-30_good-to-go-top-up.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-01_2017-pathfinder-transmission-fluid.md,Review-Queue/Daily Note/2025-07-01_2017-pathfinder-transmission-fluid.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-01_indeed-platform-overview.md,Titus-Vault/Career/2025-07-01_indeed-platform-overview.md,Titus,Career,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-01_udemy-overview-and-features.md,Review-Queue/Education/2025-07-01_udemy-overview-and-features.md,Uncertain,Education,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-01_udemy-platform-overview.md,Review-Queue/Education/2025-07-01_udemy-platform-overview.md,Uncertain,Education,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-02_surelog-siem-overview.md,Review-Queue/Daily Note/2025-07-02_surelog-siem-overview.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-03_87-grade-interpretation.md,Review-Queue/Daily Note/2025-07-03_87-grade-interpretation.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-03_bixby-voice-wake-up.md,Review-Queue/Daily Note/2025-07-03_bixby-voice-wake-up.md,Uncertain,Daily Note,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-03_herbs-for-cholesterol-control.md,Review-Queue/Daily Note/2025-07-03_herbs-for-cholesterol-control.md,Uncertain,Daily Note,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-04_ac-not-cold-causes.md,Family-Vault/Daily Note/2025-07-04_ac-not-cold-causes.md,Shared Family,Daily Note,0.71,0.79,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-04_global-skinner-box-analysis.md,Titus-Vault/Daily Note/2025-07-04_global-skinner-box-analysis.md,Titus,Daily Note,0.79,0.95,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-04_iphone-ringtone-volume-fix.md,Review-Queue/Daily Note/2025-07-04_iphone-ringtone-volume-fix.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-04_rice-mushroom-coffee-ingredients.md,Businesses/Daily Note/2025-07-04_rice-mushroom-coffee-ingredients.md,Business,Daily Note,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-05_oregon-event-streaming-help.md,Review-Queue/Daily Note/2025-07-05_oregon-event-streaming-help.md,Uncertain,Daily Note,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-05_oven-baked-beef-ravioli.md,Titus-Vault/Meeting/2025-07-05_oven-baked-beef-ravioli.md,Titus,Meeting,0.71,0.87,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-05_using-qboard-for-citations.md,Review-Queue/Daily Note/2025-07-05_using-qboard-for-citations.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-06_air-france-baggage-allowance.md,Businesses/Uncertain/2025-07-06_air-france-baggage-allowance.md,Business,Uncertain,0.79,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-08_fafsa-overview.md,Titus-Vault/Education/2025-07-08_fafsa-overview.md,Titus,Education,0.71,0.98,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-09_malawi-population-estimate-2025.md,Review-Queue/Daily Note/2025-07-09_malawi-population-estimate-2025.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-10_credible-source-identification.md,Review-Queue/Daily Note/2025-07-10_credible-source-identification.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-10_google-overview.md,Businesses/Product/2025-07-10_google-overview.md,Business,Product,0.95,0.95,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-10_reference-check-summary.md,Reference-Library/Reference/2025-07-10_reference-check-summary.md,Reference Library,Reference,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-12_copying-iphone-message-threads.md,Reference-Library/Knowledge/2025-07-12_copying-iphone-message-threads.md,Reference Library,Knowledge,0.71,0.87,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-13_high-performance-coaching.md,AI-Systems/Daily Note/2025-07-13_high-performance-coaching.md,AI System,Daily Note,0.87,0.95,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-13_rosie-odonnell-trump-feud.md,Review-Queue/Daily Note/2025-07-13_rosie-odonnell-trump-feud.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-14_hows-it-going.md,Review-Queue/Daily Note/2025-07-14_hows-it-going.md,Uncertain,Daily Note,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-15_journeyman-apprenticeship-overview.md,Titus-Vault/Career/2025-07-15_journeyman-apprenticeship-overview.md,Titus,Career,0.95,0.95,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-15_loan-processing-and-escrow-101.md,Titus-Vault/Career/2025-07-15_loan-processing-and-escrow-101.md,Titus,Career,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-16_stop-iphone-listening-features.md,Review-Queue/Daily Note/2025-07-16_stop-iphone-listening-features.md,Uncertain,Daily Note,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-17_expired-registration-in-wa.md,Family-Vault/Daily Note/2025-07-17_expired-registration-in-wa.md,Shared Family,Daily Note,0.79,0.79,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-17_powdered-rice-cooker-tips.md,Review-Queue/Daily Note/2025-07-17_powdered-rice-cooker-tips.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-17_reply-acknowledgment-to-tina.md,Reference-Library/Daily Note/2025-07-17_reply-acknowledgment-to-tina.md,Reference Library,Daily Note,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-18_yahoo-mail-features.md,Review-Queue/Daily Note/2025-07-18_yahoo-mail-features.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-19_survey-response-suggestion.md,Review-Queue/Uncertain/2025-07-19_survey-response-suggestion.md,Uncertain,Uncertain,0.0,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-20_big-five-assessment-guide.md,Review-Queue/Daily Note/2025-07-20_big-five-assessment-guide.md,Uncertain,Daily Note,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-21_lia-smith-behavior-support.md,Reference-Library/Career/2025-07-21_lia-smith-behavior-support.md,Reference Library,Career,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-21_translate-setswana-phrase.md,Review-Queue/Daily Note/2025-07-21_translate-setswana-phrase.md,Uncertain,Daily Note,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-23_fafsa-overview.md,Titus-Vault/Uncertain/2025-07-23_fafsa-overview.md,Titus,Uncertain,0.79,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-23_pay-schedule-confirmation.md,Reference-Library/Daily Note/2025-07-23_pay-schedule-confirmation.md,Reference Library,Daily Note,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-24_answering-pet-preference-question.md,Reference-Library/Daily Note/2025-07-24_answering-pet-preference-question.md,Reference Library,Daily Note,0.95,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-24_getting-autistic-child-to-eat.md,Review-Queue/Daily Note/2025-07-24_getting-autistic-child-to-eat.md,Uncertain,Daily Note,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-24_non-domiciled-truck-drivers.md,Review-Queue/Daily Note/2025-07-24_non-domiciled-truck-drivers.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-25_humanize-response-draft.md,Titus-Vault/Daily Note/2025-07-25_humanize-response-draft.md,Titus,Daily Note,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-25_website-inquiry-response.md,Reference-Library/Daily Note/2025-07-25_website-inquiry-response.md,Reference Library,Daily Note,0.71,0.79,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-26_count-apples-in-image.md,Family-Vault/Family/2025-07-26_count-apples-in-image.md,Shared Family,Family,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-26_response-to-to-do-list.md,Titus-Vault/Education/2025-07-26_response-to-to-do-list.md,Titus,Education,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-27_what-is-a-barback.md,Review-Queue/Daily Note/2025-07-27_what-is-a-barback.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-28_message-cleanup-advice.md,Review-Queue/Daily Note/2025-07-28_message-cleanup-advice.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-28_youtube-overview.md,Review-Queue/Daily Note/2025-07-28_youtube-overview.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-29_parking-sign-explanation.md,Review-Queue/Daily Note/2025-07-29_parking-sign-explanation.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-29_wheelchair-charging-port-location.md,Review-Queue/Daily Note/2025-07-29_wheelchair-charging-port-location.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-07-31_brown-recluse-spider-bite.md,Reference-Library/Daily Note/2025-07-31_brown-recluse-spider-bite.md,Reference Library,Daily Note,0.79,0.79,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-01_email-referral-request.md,Titus-Vault/Daily Note/2025-08-01_email-referral-request.md,Titus,Daily Note,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-04_check-head-of-household-status.md,Family-Vault/Family/2025-08-04_check-head-of-household-status.md,Shared Family,Family,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-04_fafsa-overview.md,Titus-Vault/Education/2025-08-04_fafsa-overview.md,Titus,Education,0.79,0.95,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-04_linkpod-features-overview.md,Review-Queue/Daily Note/2025-08-04_linkpod-features-overview.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-05_message-cleanup.md,Review-Queue/Daily Note/2025-08-05_message-cleanup.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-08_schedule-update-draft.md,Titus-Vault/Daily Note/2025-08-08_schedule-update-draft.md,Titus,Daily Note,0.79,0.79,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-09_good-deal-evaluation.md,Review-Queue/Daily Note/2025-08-09_good-deal-evaluation.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-10_ebookany-overview.md,Reference-Library/Daily Note/2025-08-10_ebookany-overview.md,Reference Library,Daily Note,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-10_ebookify-overview.md,Reference-Library/Daily Note/2025-08-10_ebookify-overview.md,Reference Library,Daily Note,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-10_fast-wireless-charging-options.md,Businesses/Product/2025-08-10_fast-wireless-charging-options.md,Business,Product,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-10_side-hustles-for-introverts.md,Review-Queue/Finance/2025-08-10_side-hustles-for-introverts.md,Uncertain,Finance,0.0,0.95,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-11_ecclesiastes-78-meaning.md,Review-Queue/Daily Note/2025-08-11_ecclesiastes-78-meaning.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-11_unit-conversion-breakdown.md,Titus-Vault/Daily Note/2025-08-11_unit-conversion-breakdown.md,Titus,Daily Note,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-12_king-county-school-schedule.md,Review-Queue/Education/2025-08-12_king-county-school-schedule.md,Uncertain,Education,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-12_translate-or-summarize-chat.md,Review-Queue/Daily Note/2025-08-12_translate-or-summarize-chat.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-15_alaska-airlines-baggage-allowance.md,Family-Vault/Daily Note/2025-08-15_alaska-airlines-baggage-allowance.md,Shared Family,Daily Note,0.87,0.79,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-15_check-weather-forecast.md,Titus-Vault/Daily Note/2025-08-15_check-weather-forecast.md,Titus,Daily Note,0.71,0.87,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-15_message-acknowledgment-response.md,Review-Queue/Daily Note/2025-08-15_message-acknowledgment-response.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-17_email-reply-suggestions.md,Review-Queue/Daily Note/2025-08-17_email-reply-suggestions.md,Uncertain,Daily Note,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-17_scenic-atlanta-back-roads.md,Review-Queue/Daily Note/2025-08-17_scenic-atlanta-back-roads.md,Uncertain,Daily Note,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/Uncategorized/2025-08-17_tokyo-news-highlights.md,Review-Queue/Health/2025-08-17_tokyo-news-highlights.md,Uncertain,Health,0.0,0.87,High
